"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"21.06.2010","1.406,21","1.367,75","1.407,91","1.367,75","","2,81%"
"18.06.2010","1.367,71","1.356,18","1.368,91","1.350,53","","0,85%"
"17.06.2010","1.356,18","1.369,58","1.383,37","1.351,99","","-0,98%"
"16.06.2010","1.369,59","1.371,31","1.383,36","1.356,86","","-0,13%"
"15.06.2010","1.371,31","1.336,14","1.371,66","1.334,64","","2,64%"
"11.06.2010","1.336,09","1.340,09","1.345,94","1.323,31","","-0,30%"
"10.06.2010","1.340,09","1.315,15","1.340,36","1.301,18","","1,90%"
"09.06.2010","1.315,13","1.301,41","1.323,95","1.301,41","","1,05%"
"08.06.2010","1.301,41","1.322,00","1.338,51","1.297,58","","-1,56%"
"07.06.2010","1.322,00","1.333,49","1.333,49","1.289,50","","-0,86%"
"04.06.2010","1.333,49","1.350,46","1.378,20","1.322,88","","-1,26%"
"03.06.2010","1.350,48","1.341,41","1.371,76","1.341,41","","0,69%"
"02.06.2010","1.341,24","1.325,47","1.344,56","1.301,33","","1,19%"
"01.06.2010","1.325,49","1.332,62","1.332,62","1.297,10","","-0,54%"
"31.05.2010","1.332,62","1.309,08","1.333,19","1.304,72","","1,80%"
"28.05.2010","1.309,09","1.306,47","1.313,36","1.292,46","","0,24%"
"27.05.2010","1.305,99","1.265,18","1.310,43","1.259,70","","3,23%"
"26.05.2010","1.265,18","1.198,18","1.265,93","1.198,18","","5,66%"
"25.05.2010","1.197,39","1.269,10","1.269,10","1.195,09","","-5,67%"
"24.05.2010","1.269,37","1.264,83","1.286,92","1.248,39","","0,35%"
"21.05.2010","1.264,91","1.264,06","1.279,86","1.237,32","","0,07%"
"20.05.2010","1.263,99","1.320,90","1.340,40","1.261,19","","-4,31%"
"19.05.2010","1.320,90","1.362,25","1.362,25","1.311,84","","-3,04%"
"18.05.2010","1.362,32","1.357,51","1.369,35","1.345,97","","0,37%"
"17.05.2010","1.357,26","1.351,92","1.362,30","1.316,58","","0,39%"
"14.05.2010","1.352,01","1.378,69","1.378,69","1.347,07","","-1,94%"
"13.05.2010","1.378,70","1.391,94","1.418,02","1.363,58","","-0,95%"
"12.05.2010","1.391,87","1.334,03","1.395,50","1.323,68","","4,33%"
"11.05.2010","1.334,15","1.289,28","1.342,62","1.289,28","","3,53%"
"07.05.2010","1.288,61","1.365,09","1.365,09","1.282,93","","-5,61%"
"06.05.2010","1.365,13","1.378,43","1.391,49","1.363,05","","-0,96%"
"05.05.2010","1.378,43","1.393,07","1.403,82","1.357,73","","-1,05%"
"04.05.2010","1.393,07","1.436,04","1.448,67","1.392,39","","-2,99%"
"30.04.2010","1.436,04","1.455,12","1.455,82","1.431,07","","-1,31%"
"29.04.2010","1.455,14","1.430,81","1.455,17","1.430,81","","1,74%"
"28.04.2010","1.430,28","1.462,70","1.462,70","1.424,26","","-2,31%"
"27.04.2010","1.464,17","1.484,19","1.484,19","1.454,71","","-1,35%"
"26.04.2010","1.484,26","1.467,64","1.489,36","1.467,64","","1,13%"
"23.04.2010","1.467,62","1.443,36","1.467,62","1.443,36","","1,68%"
"22.04.2010","1.443,36","1.465,87","1.475,37","1.436,48","","-1,54%"
"21.04.2010","1.465,87","1.473,92","1.488,87","1.462,21","","-0,55%"
"20.04.2010","1.473,92","1.459,18","1.482,34","1.459,18","","1,01%"
"19.04.2010","1.459,17","1.494,98","1.494,98","1.438,52","","-2,40%"
"16.04.2010","1.495,08","1.530,92","1.530,92","1.494,57","","-2,34%"
"15.04.2010","1.530,93","1.526,61","1.539,63","1.519,99","","0,28%"
"14.04.2010","1.526,61","1.499,36","1.527,83","1.499,36","","1,82%"
"13.04.2010","1.499,34","1.502,64","1.508,32","1.488,97","","-0,22%"
"12.04.2010","1.502,66","1.496,88","1.512,07","1.493,29","","0,39%"
"09.04.2010","1.496,88","1.476,59","1.502,65","1.476,59","","1,37%"
"08.04.2010","1.476,59","1.478,41","1.479,56","1.460,40","","-0,13%"
"07.04.2010","1.478,44","1.498,64","1.501,29","1.476,60","","-1,35%"
"06.04.2010","1.498,64","1.487,51","1.506,03","1.479,28","","0,75%"
"05.04.2010","1.487,55","1.480,46","1.488,53","1.473,70","","0,50%"
"02.04.2010","1.480,17","1.479,73","1.487,98","1.472,61","","0,03%"
"01.04.2010","1.479,66","1.450,16","1.482,37","1.450,16","","2,03%"
"31.03.2010","1.450,15","1.443,82","1.461,89","1.438,37","","0,44%"
"30.03.2010","1.443,81","1.440,20","1.450,00","1.433,19","","0,25%"
"29.03.2010","1.440,20","1.415,54","1.440,80","1.411,91","","1,74%"
"26.03.2010","1.415,54","1.406,71","1.419,80","1.403,51","","0,63%"
"25.03.2010","1.406,66","1.404,76","1.412,14","1.395,13","","0,13%"
"24.03.2010","1.404,77","1.410,61","1.417,24","1.398,44","","-0,41%"
"23.03.2010","1.410,61","1.417,85","1.427,61","1.404,15","","-0,49%"
"22.03.2010","1.417,55","1.421,00","1.421,00","1.398,08","","-0,25%"
"19.03.2010","1.421,09","1.433,45","1.441,32","1.415,93","","-0,86%"
"18.03.2010","1.433,45","1.435,23","1.449,77","1.425,48","","-0,13%"
"17.03.2010","1.435,31","1.420,76","1.442,04","1.427,42","","1,02%"
"16.03.2010","1.420,76","1.400,25","1.421,02","1.400,25","","1,47%"
"15.03.2010","1.400,19","1.415,68","1.416,83","1.398,98","","-1,10%"
"12.03.2010","1.415,75","1.395,91","1.424,52","1.395,91","","1,42%"
"11.03.2010","1.395,91","1.402,35","1.411,44","1.389,73","","-0,46%"
"10.03.2010","1.402,35","1.412,10","1.423,06","1.397,50","","-0,72%"
"09.03.2010","1.412,55","1.414,34","1.421,12","1.396,59","","-0,13%"
"05.03.2010","1.414,37","1.384,44","1.414,41","1.384,44","","2,16%"
"04.03.2010","1.384,44","1.379,32","1.395,97","1.366,56","","0,37%"
"03.03.2010","1.379,32","1.368,09","1.382,21","1.355,55","","0,82%"
"02.03.2010","1.368,09","1.356,27","1.371,82","1.351,10","","0,87%"
"01.03.2010","1.356,27","1.332,97","1.357,92","1.332,97","","1,77%"
"27.02.2010","1.332,64","1.323,72","1.333,55","1.322,36","","0,67%"
"26.02.2010","1.323,72","1.306,50","1.324,41","1.306,50","","1,32%"
"25.02.2010","1.306,46","1.334,33","1.334,42","1.297,16","","-2,10%"
"24.02.2010","1.334,53","1.353,75","1.353,75","1.324,53","","-1,42%"
"19.02.2010","1.353,75","1.338,77","1.353,99","1.310,69","","1,12%"
"18.02.2010","1.338,77","1.354,07","1.354,07","1.324,95","","-1,13%"
"17.02.2010","1.354,09","1.361,49","1.373,22","1.350,18","","-0,54%"
"16.02.2010","1.361,49","1.319,22","1.361,80","1.319,22","","3,20%"
"15.02.2010","1.319,22","1.304,88","1.319,37","1.301,81","","1,10%"
"12.02.2010","1.304,86","1.329,37","1.346,19","1.294,24","","-1,84%"
"11.02.2010","1.329,35","1.327,24","1.348,20","1.320,56","","0,16%"
"10.02.2010","1.327,24","1.338,16","1.359,12","1.319,69","","-0,82%"
"09.02.2010","1.338,16","1.322,24","1.343,69","1.320,97","","1,21%"
"08.02.2010","1.322,15","1.355,64","1.370,51","1.319,09","","-2,47%"
"05.02.2010","1.355,64","1.395,86","1.395,86","1.344,77","","-2,88%"
"04.02.2010","1.395,87","1.431,08","1.437,03","1.390,58","","-2,46%"
"03.02.2010","1.431,08","1.436,63","1.455,51","1.430,01","","-0,39%"
"02.02.2010","1.436,63","1.417,00","1.436,75","1.417,00","","1,39%"
"01.02.2010","1.417,00","1.419,42","1.419,51","1.395,93","","-0,17%"
"29.01.2010","1.419,42","1.406,46","1.419,50","1.390,32","","0,92%"
"28.01.2010","1.406,55","1.391,25","1.425,56","1.391,25","","1,10%"
"27.01.2010","1.391,25","1.384,79","1.405,24","1.363,03","","0,47%"
"26.01.2010","1.384,79","1.415,81","1.415,81","1.370,47","","-2,19%"
"25.01.2010","1.415,86","1.410,37","1.423,24","1.396,82","","0,39%"
"22.01.2010","1.410,38","1.435,90","1.435,90","1.394,91","","-1,78%"
"21.01.2010","1.435,90","1.461,23","1.470,54","1.435,45","","-1,73%"
"20.01.2010","1.461,23","1.484,03","1.491,36","1.458,22","","-1,54%"
"19.01.2010","1.484,03","1.479,52","1.485,73","1.454,91","","0,30%"
"18.01.2010","1.479,53","1.452,67","1.479,74","1.444,96","","1,85%"
"15.01.2010","1.452,67","1.455,47","1.469,55","1.448,70","","-0,20%"
"14.01.2010","1.455,65","1.435,01","1.456,30","1.435,01","","1,44%"
"13.01.2010","1.435,01","1.427,62","1.444,77","1.412,90","","0,51%"
"12.01.2010","1.427,67","1.444,78","1.445,67","1.424,87","","-1,18%"
"11.01.2010","1.444,78","1.370,30","1.456,76","1.370,30","","5,46%"
"31.12.2009","1.370,01","1.362,01","1.370,67","1.362,01","","0,59%"
"30.12.2009","1.362,01","1.368,51","1.369,80","1.356,54","","-0,47%"
"29.12.2009","1.368,51","1.361,64","1.369,04","1.360,32","","0,51%"
"28.12.2009","1.361,58","1.357,11","1.372,03","1.357,11","","0,33%"
"25.12.2009","1.357,11","1.351,24","1.358,19","1.341,22","","0,44%"
"24.12.2009","1.351,19","1.366,78","1.375,09","1.340,25","","-1,14%"
"23.12.2009","1.366,78","1.366,21","1.376,19","1.359,43","","0,04%"
"22.12.2009","1.366,18","1.377,93","1.377,96","1.358,46","","-0,85%"
"21.12.2009","1.377,93","1.368,72","1.384,34","1.363,26","","0,69%"
"18.12.2009","1.368,43","1.360,48","1.392,65","1.360,48","","0,58%"
"17.12.2009","1.360,48","1.388,59","1.401,22","1.358,49","","-2,02%"
"16.12.2009","1.388,59","1.332,29","1.389,44","1.329,07","","4,23%"
"15.12.2009","1.332,29","1.317,76","1.412,27","1.312,44","","1,14%"
"14.12.2009","1.317,33","1.301,51","1.324,34","1.301,51","","1,23%"
"11.12.2009","1.301,33","1.304,61","1.316,85","1.296,74","","-0,25%"
"10.12.2009","1.304,61","1.302,36","1.311,75","1.285,05","","0,17%"
"09.12.2009","1.302,37","1.310,96","1.320,26","1.293,90","","-0,66%"
"08.12.2009","1.310,97","1.322,09","1.331,22","1.302,80","","-0,84%"
"07.12.2009","1.322,09","1.342,58","1.342,58","1.308,36","","-1,53%"
"04.12.2009","1.342,58","1.310,62","1.344,74","1.296,10","","2,40%"
"03.12.2009","1.311,08","1.325,76","1.349,61","1.310,83","","-1,11%"
"02.12.2009","1.325,76","1.319,36","1.337,18","1.309,94","","0,49%"
"01.12.2009","1.319,35","1.284,99","1.321,21","1.284,99","","2,68%"
"30.11.2009","1.284,95","1.286,11","1.304,80","1.263,32","","-0,08%"
"27.11.2009","1.286,04","1.268,87","1.288,33","1.206,82","","1,35%"
"26.11.2009","1.268,92","1.311,95","1.311,95","1.255,07","","-3,29%"
"25.11.2009","1.312,07","1.331,17","1.342,46","1.300,21","","-1,43%"
"24.11.2009","1.331,12","1.353,50","1.353,50","1.315,42","","-1,77%"
"23.11.2009","1.355,05","1.334,16","1.365,42","1.334,16","","1,57%"
"20.11.2009","1.334,15","1.335,54","1.355,67","1.315,36","","-0,10%"
"19.11.2009","1.335,52","1.371,82","1.371,82","1.334,90","","-2,65%"
"18.11.2009","1.371,82","1.353,90","1.391,79","1.353,90","","1,35%"
"17.11.2009","1.353,61","1.365,18","1.365,18","1.343,20","","-0,85%"
"16.11.2009","1.365,18","1.311,10","1.365,84","1.311,10","","4,19%"
"13.11.2009","1.310,27","1.315,86","1.315,86","1.296,95","","-0,42%"
"12.11.2009","1.315,78","1.316,17","1.318,59","1.294,33","","-0,03%"
"11.11.2009","1.316,19","1.322,80","1.338,10","1.316,19","","-0,50%"
"10.11.2009","1.322,80","1.304,63","1.329,47","1.290,07","","1,39%"
"09.11.2009","1.304,62","1.241,92","1.304,63","1.241,92","","5,05%"
"06.11.2009","1.241,92","1.258,50","1.268,76","1.230,78","","-1,32%"
"05.11.2009","1.258,50","1.218,43","1.258,66","1.217,64","","3,29%"
"03.11.2009","1.218,42","1.266,30","1.266,30","1.214,90","","-3,78%"
"02.11.2009","1.266,30","1.237,04","1.266,62","1.214,00","","2,35%"
"30.10.2009","1.237,18","1.297,13","1.300,30","1.233,96","","-4,24%"
"29.10.2009","1.291,99","1.243,96","1.293,90","1.222,13","","3,08%"
"28.10.2009","1.253,35","1.331,82","1.331,82","1.253,34","","-6,00%"
"27.10.2009","1.333,32","1.353,91","1.354,36","1.310,17","","-1,84%"
"26.10.2009","1.358,31","1.360,45","1.378,73","1.354,02","","-0,50%"
"23.10.2009","1.365,09","1.362,08","1.380,40","1.357,83","","0,44%"
"22.10.2009","1.359,06","1.360,39","1.366,40","1.339,67","","-1,03%"
"21.10.2009","1.373,20","1.354,27","1.373,69","1.327,44","","0,84%"
"20.10.2009","1.361,75","1.365,67","1.388,73","1.352,54","","-0,26%"
"19.10.2009","1.365,24","1.321,93","1.365,61","1.321,38","","3,66%"
"16.10.2009","1.317,07","1.347,15","1.366,05","1.314,27","","-1,83%"
"15.10.2009","1.341,64","1.372,43","1.382,72","1.335,51","","-1,56%"
"14.10.2009","1.362,86","1.330,61","1.376,07","1.330,61","","3,19%"
"13.10.2009","1.320,70","1.355,74","1.366,43","1.310,13","","-2,71%"
"12.10.2009","1.357,44","1.316,41","1.357,88","1.316,41","","3,77%"
"09.10.2009","1.308,14","1.280,76","1.318,56","1.264,78","","2,32%"
"08.10.2009","1.278,53","1.234,41","1.278,53","1.234,41","","4,27%"
"07.10.2009","1.226,17","1.220,48","1.245,81","1.220,48","","0,47%"
"06.10.2009","1.220,45","1.178,22","1.220,69","1.178,22","","3,59%"
"05.10.2009","1.178,17","1.176,89","1.186,99","1.167,77","","0,20%"
"02.10.2009","1.175,83","1.205,09","1.205,09","1.144,84","","-2,94%"
"01.10.2009","1.211,44","1.200,69","1.222,74","1.200,69","","1,19%"
"30.09.2009","1.197,20","1.212,83","1.223,32","1.193,30","","-1,28%"
"29.09.2009","1.212,75","1.213,62","1.218,07","1.200,62","","0,38%"
"28.09.2009","1.208,19","1.187,03","1.208,89","1.168,48","","1,71%"
"25.09.2009","1.187,86","1.180,24","1.199,09","1.171,64","","0,90%"
"24.09.2009","1.177,26","1.194,10","1.220,33","1.176,31","","-1,80%"
"23.09.2009","1.198,83","1.203,24","1.228,91","1.194,76","","-0,34%"
"22.09.2009","1.202,92","1.169,65","1.209,96","1.169,65","","3,25%"
"21.09.2009","1.165,11","1.207,76","1.207,76","1.165,08","","-3,58%"
"18.09.2009","1.208,35","1.196,90","1.218,99","1.187,16","","0,27%"
"17.09.2009","1.205,12","1.228,37","1.241,05","1.199,37","","-1,03%"
"16.09.2009","1.217,67","1.209,76","1.234,59","1.209,46","","1,14%"
"15.09.2009","1.203,97","1.178,27","1.211,06","1.175,19","","2,47%"
"14.09.2009","1.174,95","1.171,29","1.177,45","1.148,00","","-0,02%"
"11.09.2009","1.175,15","1.160,14","1.182,90","1.153,76","","1,82%"
"10.09.2009","1.154,12","1.162,83","1.179,02","1.143,92","","-0,50%"
"09.09.2009","1.159,95","1.149,00","1.163,41","1.141,46","","0,88%"
"08.09.2009","1.149,81","1.112,47","1.150,32","1.112,47","","3,41%"
"07.09.2009","1.111,92","1.094,44","1.112,17","1.091,09","","2,43%"
"04.09.2009","1.085,58","1.097,56","1.112,72","1.077,24","","-0,74%"
"03.09.2009","1.093,72","1.077,35","1.099,50","1.077,35","","1,58%"
"02.09.2009","1.076,69","1.091,53","1.091,53","1.069,83","","-2,56%"
"01.09.2009","1.104,98","1.094,65","1.112,35","1.089,84","","1,19%"
"31.08.2009","1.091,98","1.103,05","1.103,05","1.086,21","","-1,74%"
"28.08.2009","1.111,33","1.080,48","1.120,01","1.080,48","","2,90%"
"27.08.2009","1.080,05","1.096,53","1.105,14","1.075,48","","-1,79%"
"26.08.2009","1.099,77","1.114,64","1.123,30","1.083,50","","-1,44%"
"25.08.2009","1.115,85","1.113,14","1.135,76","1.096,79","","-0,42%"
"24.08.2009","1.120,54","1.108,72","1.129,19","1.098,35","","1,31%"
"21.08.2009","1.106,05","1.058,93","1.106,13","1.046,69","","4,06%"
"20.08.2009","1.062,87","1.039,94","1.063,28","1.039,75","","2,78%"
"19.08.2009","1.034,08","1.037,65","1.038,88","1.013,82","","-0,13%"
"18.08.2009","1.035,45","1.041,98","1.059,30","1.023,06","","0,00%"
"17.08.2009","1.035,40","1.053,99","1.057,45","1.030,94","","-3,48%"
"14.08.2009","1.072,74","1.100,12","1.107,31","1.068,82","","-2,53%"
"13.08.2009","1.100,57","1.093,85","1.118,96","1.079,57","","1,30%"
"12.08.2009","1.086,41","1.064,60","1.089,10","1.044,03","","1,60%"
"11.08.2009","1.069,31","1.104,22","1.115,94","1.067,22","","-2,90%"
"10.08.2009","1.101,19","1.114,91","1.118,52","1.089,76","","-1,27%"
"07.08.2009","1.115,41","1.088,91","1.120,96","1.065,91","","2,14%"
"06.08.2009","1.092,00","1.094,64","1.120,82","1.081,32","","0,72%"
"05.08.2009","1.084,16","1.099,10","1.130,47","1.082,35","","-1,63%"
"04.08.2009","1.102,10","1.093,79","1.102,36","1.078,29","","0,29%"
"03.08.2009","1.098,95","1.059,29","1.099,49","1.059,29","","4,33%"
"31.07.2009","1.053,30","1.049,31","1.055,24","1.024,15","","0,65%"
"30.07.2009","1.046,46","990,96","1.048,61","990,96","","6,05%"
"29.07.2009","986,80","998,88","1.005,99","976,92","","-1,54%"
"28.07.2009","1.002,27","1.039,35","1.054,53","997,73","","-3,28%"
"27.07.2009","1.036,27","1.042,07","1.057,41","1.032,18","","0,91%"
"24.07.2009","1.026,95","1.032,95","1.044,84","1.022,46","","-0,43%"
"23.07.2009","1.031,37","988,88","1.032,12","988,58","","5,17%"
"22.07.2009","980,71","1.002,67","1.013,48","974,95","","-2,21%"
"21.07.2009","1.002,88","986,45","1.018,32","977,32","","1,73%"
"20.07.2009","985,81","971,22","1.000,60","971,22","","2,03%"
"17.07.2009","966,18","941,36","968,90","935,39","","2,92%"
"16.07.2009","938,73","949,32","952,51","928,23","","-0,26%"
"15.07.2009","941,21","902,17","941,21","902,17","","5,59%"
"14.07.2009","891,41","899,66","917,63","891,36","","1,16%"
"13.07.2009","881,15","862,70","893,87","852,12","","1,13%"
"10.07.2009","871,33","896,72","899,68","869,79","","-2,78%"
"09.07.2009","896,20","905,72","920,02","892,63","","-0,93%"
"08.07.2009","904,58","916,76","916,76","896,13","","-2,42%"
"07.07.2009","927,01","928,20","955,32","921,45","","0,19%"
"06.07.2009","925,21","963,15","963,15","924,00","","-5,02%"
"03.07.2009","974,07","976,22","985,81","956,11","","-0,31%"
"02.07.2009","977,09","1.012,34","1.012,34","973,13","","-3,50%"
"01.07.2009","1.012,48","974,23","1.013,40","974,23","","4,21%"
"30.06.2009","971,55","1.003,91","1.014,61","971,37","","-1,79%"
"29.06.2009","989,30","951,45","989,56","945,39","","3,03%"
"26.06.2009","960,16","977,23","994,11","959,52","","-0,10%"
"25.06.2009","961,15","986,99","986,99","950,05","","-2,41%"
"24.06.2009","984,86","936,52","984,86","935,16","","7,37%"
"23.06.2009","917,30","924,81","951,55","881,79","","-2,20%"
"22.06.2009","937,98","1.014,60","1.014,60","937,74","","-7,80%"
"19.06.2009","1.017,29","1.022,62","1.034,37","1.006,51","","-0,36%"
"18.06.2009","1.020,95","1.041,35","1.054,91","983,73","","-1,78%"
"17.06.2009","1.039,43","1.092,40","1.099,03","1.036,07","","-5,46%"
"16.06.2009","1.099,42","1.073,00","1.108,87","1.069,41","","1,98%"
"15.06.2009","1.078,10","1.127,89","1.127,89","1.077,48","","-5,31%"
"11.06.2009","1.138,52","1.136,06","1.141,22","1.112,53","","0,43%"
"10.06.2009","1.133,69","1.131,27","1.147,25","1.123,52","","1,78%"
"09.06.2009","1.113,83","1.129,94","1.143,04","1.107,42","","-0,58%"
"08.06.2009","1.120,32","1.128,15","1.131,56","1.098,57","","-2,09%"
"05.06.2009","1.144,27","1.138,75","1.168,04","1.120,38","","2,13%"
"04.06.2009","1.120,46","1.108,86","1.149,80","1.082,07","","1,01%"
"03.06.2009","1.109,21","1.204,36","1.213,54","1.106,97","","-7,46%"
"02.06.2009","1.198,58","1.208,65","1.226,62","1.168,35","","-0,63%"
"01.06.2009","1.206,20","1.142,63","1.207,08","1.142,63","","7,37%"
"29.05.2009","1.123,38","1.087,20","1.125,59","1.087,20","","4,50%"
"28.05.2009","1.075,02","1.057,06","1.086,09","1.048,07","","1,46%"
"27.05.2009","1.059,60","1.051,23","1.070,38","1.051,23","","1,80%"
"26.05.2009","1.040,90","1.050,11","1.050,11","1.012,30","","-0,96%"
"25.05.2009","1.050,95","1.056,86","1.062,85","1.034,70","","-0,29%"
"22.05.2009","1.054,03","1.035,97","1.066,36","1.035,97","","1,90%"
"21.05.2009","1.034,37","1.083,66","1.083,66","1.033,17","","-5,51%"
"20.05.2009","1.094,73","1.045,41","1.094,73","1.035,07","","5,08%"
"19.05.2009","1.041,84","1.032,78","1.045,86","1.019,15","","2,86%"
"18.05.2009","1.012,89","984,14","1.013,85","969,21","","1,07%"
"15.05.2009","1.002,19","1.012,62","1.021,85","982,08","","0,16%"
"14.05.2009","1.000,62","1.003,43","1.003,48","976,91","","-0,72%"
"13.05.2009","1.007,88","1.074,13","1.097,09","996,71","","-4,88%"
"12.05.2009","1.059,54","1.011,21","1.067,10","1.009,17","","2,98%"
"08.05.2009","1.028,91","1.013,53","1.030,81","1.013,53","","1,70%"
"07.05.2009","1.011,67","989,50","1.044,60","989,50","","2,59%"
"06.05.2009","986,12","952,69","993,28","945,63","","3,04%"
"05.05.2009","957,05","957,87","966,40","949,36","","-0,08%"
"04.05.2009","957,77","935,16","959,23","935,16","","4,07%"
"30.04.2009","920,35","928,65","941,02","919,78","","-0,18%"
"29.04.2009","922,01","889,81","922,16","881,21","","3,89%"
"28.04.2009","887,48","901,31","901,31","865,11","","-1,66%"
"27.04.2009","902,45","915,41","915,92","891,05","","-2,23%"
"24.04.2009","922,99","928,43","935,41","915,98","","-0,55%"
"23.04.2009","928,14","905,02","932,07","897,27","","2,56%"
"22.04.2009","904,95","885,45","905,73","879,38","","3,16%"
"21.04.2009","877,21","875,35","898,20","862,07","","-0,60%"
"20.04.2009","882,50","930,91","935,22","881,73","","-5,40%"
"17.04.2009","932,90","923,55","937,79","923,05","","1,72%"
"16.04.2009","917,10","912,16","924,04","902,75","","1,23%"
"15.04.2009","906,00","912,73","917,12","892,80","","-1,37%"
"14.04.2009","918,61","907,06","942,58","892,76","","1,52%"
"13.04.2009","904,86","927,38","929,36","902,84","","-2,43%"
"10.04.2009","927,38","922,68","933,19","905,60","","0,51%"
"09.04.2009","922,68","872,74","926,39","872,74","","5,72%"
"08.04.2009","872,74","843,34","872,74","821,08","","3,49%"
"07.04.2009","843,34","836,09","857,43","815,96","","0,87%"
"06.04.2009","836,09","837,94","877,90","829,24","","-0,22%"
"03.04.2009","837,94","837,91","850,38","821,09","","0,00%"
"02.04.2009","837,91","787,22","838,15","787,22","","6,44%"
"01.04.2009","787,22","772,93","787,78","758,09","","1,85%"
"31.03.2009","772,93","763,36","792,41","763,36","","1,25%"
"30.03.2009","763,36","815,27","815,27","763,21","","-6,37%"
"27.03.2009","815,27","849,53","858,96","807,27","","-4,03%"
"26.03.2009","849,53","851,35","861,70","839,85","","-0,21%"
"25.03.2009","851,35","815,79","856,31","808,70","","4,36%"
"24.03.2009","815,79","849,82","869,81","809,10","","-4,00%"
"23.03.2009","849,82","792,05","851,15","792,05","","7,29%"
